id	age	gender	engagement	mem.edu	zip	channel	progressivism	harm	fair	in.group	authority	purity	account.age	region	public.sector	sustainability	localism	pub.greater.priv	experience.more.important	teachers.underpaid	main.focal.value	support.of.focal.value
512	19	female	Not Engaged	3	NA	Branch	1.833333333	4.5	3.5	1.25	2.25	3	6.249	Thurston	no	4.833333333	4.25	3	4	6	Human/Civil rights	9.126386449
514	37	male	Engaged	4	98503	Branch	1.916666667	3	4	2.25	1.5	1	29.803	Thurston	no	2.833333333	2	3	6	6	Environment	0
516	50	male	Engaged	4	NA	Branch	1.583333333	4	4.5	2.75	3	2.25	9.279	W WA Metro	yes	4	4.75	5	4	4	Human/Civil rights	4.725464968
517	63	female	Engaged	3	98002	Branch	0.375	4.25	3.5	3.25	3.25	4	35.104	W WA Metro	yes	4	3.75	2	5	4	Law enforcement	28.2787719
518	40	female	Engaged	4	NA	Branch	0.875	4	4.25	2.75	3.75	3.25	19.255	W WA Metro	yes	4.5	4.25	3	4	5	Health (i.e. cancer research)	0
520	54	male	Engaged	6	NA	Branch	-0.208333333	3.25	3	3.75	3.25	3	7.586	W WA Metro	yes	2.833333333	4	2	5	2	Health (i.e. cancer research)	22.15847664
522	61	female	Engaged	4	98645	Branch	0.333333333	2.75	2.75	3	2	2.25	24.26	W WA Non Metro	yes	4.666666667	5	3	5	5	Environment	10.11215563
523	68	male	Engaged	5	98380	Branch	-0.25	4.75	2.75	4.5	3.75	3.75	24.474	W WA Non Metro	yes	4.333333333	3.5	5	4	4	Animal rights	31.33725173
524	67	female	Not Engaged	3	NA	Branch	1.041666667	5	4.75	4.5	4	3	2.041	E WA Non Metro	yes	3.833333333	6	5	5	4	Human/Civil rights	100
526	73	male	Highly Engaged	4	NA	Branch	0.958333333	3.5	4.25	2.5	2.5	3.75	7.068	Thurston	no	4.333333333	4.25	3	4	5	Human/Civil rights	0
527	70	male	Highly Engaged	4	98584	Branch	0.666666667	3.25	4.25	4.25	3.5	1.5	17.518	W WA Non Metro	yes	2.833333333	3.25	1	5	2	Health (i.e. cancer research)	50.46948815
528	49	male	Highly Engaged	2	NA	Branch	-0.291666667	3.5	4.25	4.5	4.25	3.75	10.386	W WA Metro	yes	5	4.75	4	1	4	Education	14.8376206
531	77	male	Engaged	4	NA	Branch	2.083333333	3	5	1.75	2.5	1.5	34.559	Thurston	yes	4.833333333	5.75	4	4	6	Human/Civil rights	82.12568761
532	35	male	Not Engaged	2	98502	Branch	0.416666667	3.5	3	3.25	2.75	2.5	0.384	Thurston	no	4.166666667	4	3	4	5	Homelessness	0
533	36	male	Engaged	3	NA	Other	1.541666667	4.25	4	3.5	2.25	2	2.041	Thurston	yes	4.5	5.5	4	5	5	Education	33.3325325
535	61	male	Not Engaged	3	98589	Branch	1.458333333	3.75	4	3	2	2.25	29.438	Thurston	yes	4.666666667	5.75	4	3	6	Education	22.51614283
536	59	female	Engaged	5	NA	Branch	0.333333333	5	5	4.75	4.75	4.5	0.748	W WA Metro	no	6	4.75	4	5	4	Homelessness	57.49053683
538	57	female	Not Engaged	6	NA	Other	0.75	4.25	2.75	3	2.75	2.5	1.479	E WA Non Metro	yes	4.666666667	4.25	2	3	4	Hunger/Poverty	19.77404247
540	46	female	Engaged	3	NA	Branch	-0.5	3.5	2.5	4	3.25	3.25	23.652	W WA Metro	no	4.166666667	3.75	4	4	5	Law enforcement	22.96890242
541	41	female	Engaged	4	NA	Branch	0.958333333	4.25	3.5	3.25	3.5	2	11.362	W WA Metro	no	6	6	6	3	6	Homelessness	33.3325325
542	68	male	Not Engaged	6	98506	Branch	1.333333333	4	3.5	3	1.75	2.5	18.929	Thurston	yes	5.166666667	6	5	5	6	Specify	69.97137578
543	70	male	Not Engaged	3	98632	Loan	-0.458333333	3.25	4	4.25	3.75	4.25	0.068	W WA Non Metro	yes	2.666666667	4.25	2	6	5	Law enforcement	14.8376206
544	71	male	Not Engaged	6	98902	Branch	1.958333333	3.75	4	2.75	0.5	2.5	3.934	E WA Non Metro	yes	5.166666667	5	3	5	4	Human/Civil rights	9.126386449
545	63	male	Not Engaged	4	98501	Branch	0.416666667	4.25	3.75	4.75	3.25	2.75	38.71	Thurston	yes	1.666666667	2.5	1	3	2	Hunger/Poverty	10.62476433
546	37	male	Highly Engaged	3	98501	Other	2.458333333	5	4.75	2.5	2.25	2.5	1.825	Thurston	no	4.833333333	6	3	3	6	Animal rights	22.45629373
549	32	female	Highly Engaged	6	NA	Loan	1.75	4.25	3.75	3	1.75	2	1.477	E WA Non Metro	yes	2.666666667	5	3	5	6	Education	14.8376206
550	64	female	Engaged	6	NA	Branch	1.916666667	4.75	3.25	2	2.25	2	42.855	Thurston	yes	5.333333333	6	3	2	6	Hunger/Poverty	22.45629373
551	41	female	Engaged	4	98513	Branch	0.708333333	3.25	3	2.25	1.75	3.25	20.348	Thurston	no	4.833333333	4	3	4	6	Health (i.e. cancer research)	0
552	51	female	Highly Engaged	3	NA	Branch	0.875	4.5	4.25	3.75	3.25	3.5	25.937	Thurston	no	3.666666667	4.25	5	5	5	Specify	0
553	44	other	Not Engaged	4	NA	Branch	-0.5	3.75	3.25	3.75	4.25	4	6.786	W WA Metro	yes	3.833333333	2	2	4	5	Hunger/Poverty	9.126386449
554	69	male	Not Engaged	6	NA	Branch	1.416666667	2	4.5	2.75	1	1.75	29.995	Thurston	yes	4.666666667	5	4	4	3	Environment	21.06146345
555	25	female	Not Engaged	4	99163	Branch	1.166666667	4.5	5	3.5	3.5	3.75	3.397	E WA Non Metro	yes	3.833333333	5	5	2	5	Education	28.73998567
557	60	male	Engaged	6	NA	Branch	0.708333333	3.75	3	2.5	2.75	2.75	31.011	W WA Metro	no	5	4.75	3	3	5	Environment	52.09706339
565	69	male	Highly Engaged	5	99224	Branch	0.375	4	4.25	3.75	3.5	4	29.849	E WA Metro	yes	3.5	4	3	4	4	Law enforcement	4.400921481
566	61	female	Highly Engaged	3	NA	Branch	0.75	4.75	3.75	4.75	2.5	3.25	25.263	E WA Metro	no	3.833333333	6	3	5	5	Hunger/Poverty	45.18339346
567	70	male	Engaged	4	98105	Branch	0.125	3.5	3.25	2.75	3.75	3.25	39.874	W WA Metro	yes	3	5	1	5	6	Environment	24.64449869
569	44	female	Not Engaged	4	NA	Branch	0.166666667	3.5	3.5	3.25	3.25	3.5	2.375	W WA Metro	no	4.166666667	4.5	6	6	6	Health (i.e. cancer research)	0
573	30	female	Engaged	2	NA	Branch	2.041666667	4.75	5	4.5	1.75	2.25	3.723	W WA Metro	no	3.166666667	3.25	3	3	3	Domestic abuse	12.3441381
574	55	female	Not Engaged	8	NA	Branch	1.583333333	3	3.5	1.75	2.25	1	21.682	W WA Metro	yes	6	6	2	2	6	Environment	63.63077571
575	40	female	Highly Engaged	4	NA	Branch	2.625	5	4.75	2.25	2	2.5	6.395	E WA Non Metro	no	5.666666667	6	2	4	6	Human/Civil rights	15.35022929
577	33	female	Highly Engaged	4	NA	Loan	-0.833333333	4.25	2.25	3.75	3.75	4.75	1.595	Thurston	no	4.666666667	5	2	5	4	Education	18.05537225
579	72	male	Engaged	6	NA	Branch	1.875	4	4.25	2.25	1.75	2.75	25.94	W WA Metro	yes	5.666666667	5.5	5	4	6	Environment	26.37133292
581	45	male	Engaged	6	NA	Branch	2.291666667	4.25	5	2.75	2.5	1.75	19.86	W WA Metro	yes	4.666666667	5	3	4	6	Environment	4.400921481
582	39	male	Not Engaged	2	99201	Branch	0	5	5	5	5	5	1.315	E WA Metro	no	5.5	5.25	1	6	6	Environment	14.8376206
583	65	female	Highly Engaged	3	NA	Branch	0.666666667	5	4.5	3.5	4	4.75	6.901	E WA Non Metro	no	3	4.5	1	3	1	Law enforcement	23.02875152
587	39	male	Engaged	3	NA	Branch	0.916666667	4.25	4.25	3.25	3.5	3.25	1.929	W WA Metro	yes	2.666666667	4	4	4	4	Law enforcement	20.00262522
588	30	female	Not Engaged	4	NA	Loan	1.416666667	4.5	3	3.25	1.75	2	0.863	W WA Metro	no	3	3.5	5	5	6	Education	9.126386449
590	72	female	Highly Engaged	3	98512	Branch	3.708333333	4.5	3.75	0.5	0.75	0	9.485	Thurston	yes	5.333333333	5.25	1	3	4	Human/Civil rights	16.74505958
591	68	male	Not Engaged	5	NA	Branch	2.708333333	5	4.25	1.5	3	1.25	5.151	Thurston	yes	5	5.75	4	5	6	Homelessness	16.80490868
592	60	female	Highly Engaged	3	98531	Branch	0.5	4.5	4.5	4.25	3.75	4	9.616	W WA Non Metro	no	4.666666667	4	4	5	6	Education	16.80490868
594	39	male	Highly Engaged	4	98908	Other	0.666666667	4.5	3.5	3.25	3.25	3.5	1.047	E WA Non Metro	no	3.166666667	1	3	6	6	Health (i.e. cancer research)	4.725464968
595	46	male	Engaged	4	98321	Branch	0.708333333	3.25	3.5	2.25	3	2.75	33.507	W WA Metro	no	4.333333333	4.25	4	6	5	Health (i.e. cancer research)	10.62476433
596	21	female	Highly Engaged	3	NA	Branch	1.166666667	5	3.5	2.75	3.25	3.25	7.375	W WA Metro	no	5.833333333	6	2	4	4	Environment	36.3586588
597	63	female	Highly Engaged	3	99223	Branch	1	3.75	4.75	3.25	3	3.5	10.786	E WA Metro	no	5.166666667	6	5	3	4	Human/Civil rights	14.8376206
600	68	female	Highly Engaged	6	98516	Branch	1.958333333	4.5	4.25	2.25	2.5	2.5	26.014	Thurston	yes	5	6	6	5	6	Human/Civil rights	49.03858355
601	37	male	Highly Engaged	4	NA	Branch	-1.708333333	1.5	1.75	3.5	3.75	2.75	11.274	E WA Non Metro	no	1	2.5	1	6	1	Law enforcement	4.400921481
602	74	female	Not Engaged	6	NA	Loan	1.333333333	4.25	3.75	2.5	2.5	3	1.652	W WA Metro	no	3.166666667	4.5	2	1	6	Animal rights	0
603	30	male	Highly Engaged	6	NA	Branch	1.666666667	2.75	3.75	1.5	1.5	1.75	13.501	Thurston	yes	4.833333333	4.5	4	2	4	Environment	9.126386449
604	29	male	Not Engaged	3	98233	Loan	-0.833333333	2.25	3.25	4	3.5	3.25	1.351	W WA Non Metro	no	2.833333333	2.5	3	6	6	Law enforcement	9.126386449
605	45	female	Engaged	7	98117	Branch	2.541666667	4.25	4	2.25	1	1.5	22.312	W WA Metro	no	5	5	3	3	6	Human/Civil rights	22.45629373
606	62	female	Not Engaged	4	NA	Branch	0.583333333	4	4	3.5	4.25	2.5	0.485	W WA Metro	yes	4.833333333	5	3	2	4	Hunger/Poverty	26.61541252
607	50	male	Highly Engaged	4	98502	Branch	1.541666667	4.5	4.25	3.75	2.5	2.25	34.466	Thurston	no	5	6	4	4	5	Human/Civil rights	22.45629373
608	24	female	Highly Engaged	4	98501	Branch	0.375	3	2.25	2.5	2.25	2	23.493	Thurston	no	4.333333333	5	3	5	6	Human/Civil rights	9.126386449
609	65	male	Engaged	4	98675	Branch	-0.041666667	4.25	4	4.25	3.75	4.5	39.833	W WA Non Metro	yes	3	4.75	2	6	2	Domestic abuse	22.45629373
611	51	female	Not Engaged	4	98034	Branch	0.583333333	4.5	4.5	4.25	4.5	3	15.729	W WA Metro	no	5.5	4.5	3	5	6	Environment	16.74505958
612	78	female	Not Engaged	4	NA	Branch	1.833333333	4	4.5	2.75	2.5	2	36.699	Thurston	no	4.166666667	4.25	1	5	6	Environment	18.30328655
616	76	female	Highly Engaged	7	98177	Branch	0.791666667	4	3.75	3.75	3	2.5	28.874	W WA Metro	yes	3.666666667	3.5	1	5	6	Health (i.e. cancer research)	16.80490868
618	63	female	Not Engaged	3	99224	Branch	0.75	5	5	4.25	3.75	4.75	19.811	E WA Metro	yes	5.666666667	5.5	2	4	6	Specify	37.50487123
620	64	female	Highly Engaged	6	NA	Branch	1.25	4.5	4	3.5	2.5	3	11.225	W WA Non Metro	yes	4.666666667	4.25	2	5	3	Education	16.80490868
621	41	male	Engaged	3	NA	Branch	-0.291666667	2	2.25	2.75	2	2.5	16.348	W WA Metro	no	3.166666667	4.25	5	4	3	Health (i.e. cancer research)	0
623	49	female	Engaged	5	NA	Branch	1.333333333	4.25	3.75	3	3	2	3.079	Thurston	yes	5.166666667	4.5	5	5	5	Education	34.74669434
624	85	female	Highly Engaged	2	98512	Branch	0.375	4.75	5	4.5	4.25	4.75	35.778	Thurston	yes	5.166666667	6	6	5	4	Domestic abuse	63.63077571
625	60	female	Highly Engaged	3	NA	Branch	0.541666667	4.75	4.5	3.75	4.5	4	5.753	W WA Non Metro	yes	5.333333333	5.25	2	4	5	Domestic abuse	28.68013657
626	71	male	Not Engaged	4	98102	Branch	0.458333333	3	4.75	3	3.75	3.5	0.011	W WA Metro	yes	4.166666667	4.75	4	4	6	Human/Civil rights	4.400921481
627	66	male	Not Engaged	3	NA	Loan	0.916666667	4.75	3.75	3.5	3	3.5	2.858	W WA Metro	yes	5.166666667	4.5	4	3	4	Health (i.e. cancer research)	21.06146345
628	58	female	Engaged	5	NA	Branch	2.125	4.75	4	1	2	3.75	36.732	Thurston	yes	4.666666667	6	4	1	5	Domestic abuse	49.03858355
629	59	female	Highly Engaged	3	NA	Branch	-0.416666667	4	2	2	3.75	4.5	21.178	Thurston	no	5.166666667	5.25	3	5	5	Hunger/Poverty	19.44949899
630	69	female	Highly Engaged	3	NA	Branch	-0.458333333	2	1.75	1.75	2.5	2.75	11.512	W WA Metro	yes	3.833333333	3	2	4	5	Domestic abuse	23.66235526
632	70	male	Not Engaged	3	NA	Branch	1.291666667	3.5	3.75	2.25	2.25	2.5	47.948	Thurston	yes	4.5	4.25	2	4	2	Education	14.8376206
633	18	male	Engaged	1	NA	Branch	-0.083333333	1.75	3.25	3.25	2	2.5	18.09	W WA Non Metro	no	2.833333333	4	3	5	4	Education	9.126386449
634	55	female	Highly Engaged	4	98503	Branch	0.416666667	4	3	3.25	3.25	2.75	36.795	Thurston	yes	4.666666667	5.5	3	4	5	Environment	26.61178677
635	59	female	Engaged	2	98027	Branch	1.5	3.5	4.5	2	2.25	3.25	10.474	W WA Metro	yes	4	4.25	1	5	5	Homelessness	4.400921481
636	56	female	Engaged	5	98501	Branch	0.291666667	3.25	3	3.25	3	2.25	0.556	Thurston	no	4.666666667	5	3	5	6	Homelessness	47.37159842
639	36	male	Engaged	3	NA	Branch	2.375	4.75	4.5	2.25	2.75	1.75	24	W WA Metro	no	4.333333333	5.25	6	5	4	Education	28.73998567
642	52	female	Not Engaged	4	NA	Loan	-0.166666667	3.25	3.75	3.75	4.25	3	2.46	E WA Metro	no	2.5	4.25	4	3	5	Animal rights	14.8376206
644	31	other	Engaged	3	98502	Branch	0.25	3	3	2.25	3.25	2.75	8.31	Thurston	yes	5	4.25	2	5	5	Human/Civil rights	4.725464968
